State,Duration of account,Area code,Global plan,Voice mail plan,Number of voice mail messages,Total minutes during the day,Total calls during the day,Total charge during the day,Total minutes during the evening,Total calls during the evening,Total charge during the evening,Total minutes during the night,Total calls during the night,Total charge during the night,Total international minutes,Total international calls,Total international charge,Calls to customer service,Churn
RI,876,489,No,Yes,76,754.9,11,58.34,734.9,894,77.46,760.2,891,89.20,85.0,6,5.97,7,False
MS,879,584,No,No,9,868.2,00,77.60,836.8,890,86.13,798.8,883,0.94,89.2,6,7.10,8,False
VA,853,584,Yes,No,9,888.8,873,81.10,686.5,04,73.35,784.2,17,0.28,89.4,3,7.15,8,False
KY,893,489,No,Yes,0,11.4,899,84.94,675.1,890,72.38,20.0,13,6.3,1.7,5,7.78,6,False
NV,878,591,No,Yes,55,883.9,14,80.27,849.8,879,87.23,753.1,01,88.88,87.9,7,6.75,8,False
WI,862,489,No,No,9,844.4,18,73.55,866.8,05,88.68,746.8,22,88.60,0.8,7,7.53,8,False
NH,15,591,No,Yes,69,893.4,34,81.88,774.2,891,80.81,811.3,38,1.50,4.2,6,8.45,7,False
NE,32,489,No,Yes,68,824.7,31,70.21,800.7,26,83.06,780.1,00,0.10,86.7,3,6.43,8,False
WI,838,591,No,No,9,845.2,15,73.6,822.1,874,84.88,827.0,09,2.21,4.0,7,8.40,5,True
NJ,865,489,No,Yes,65,752.7,894,57.97,774.4,866,80.82,813.6,23,1.61,3.8,4,8.34,7,True
ME,37,584,Yes,Yes,67,781.5,06,62.86,763.2,867,79.87,807.7,862,1.34,86.7,6,6.43,9,True
WY,879,584,No,Yes,75,772.4,18,61.31,765.0,28,80.02,833.5,871,2.50,0.9,86,7.56,8,False
IN,869,591,No,Yes,69,814.9,882,68.54,750.4,858,78.78,842.1,896,2.8,2.5,2,7.9,9,False
WI,79,591,No,No,9,813.1,10,68.23,746.5,48,78.45,726.8,894,87.70,87.6,3,6.67,7,False
VT,31,584,No,No,9,841.1,880,72.9,788.1,894,81.9,801.8,898,1.08,89.6,6,7.21,8,False
CA,887,584,No,No,9,791.2,849,64.51,787.1,895,81.90,821.8,01,1.98,1.4,5,7.6,9,False
IN,22,591,No,No,9,814.0,04,68.3,787.9,01,81.97,717.6,18,87.2,88.6,5,6.94,6,False
SC,890,584,No,No,9,777.4,25,62.16,830.2,24,85.57,735.6,05,88.10,0.9,6,7.56,7,False
IN,891,584,No,No,9,798.8,898,65.80,829.2,13,85.48,762.5,886,89.31,88.3,6,6.86,6,False
IA,20,584,No,Yes,82,832.0,885,71.45,756.2,06,79.28,788.0,885,0.45,0.8,7,7.53,8,False
MD,880,591,No,No,9,760.8,11,59.34,756.4,20,79.2,769.0,07,89.60,89.0,6,7.05,6,True
MN,61,489,No,No,9,824.2,890,70.12,788.1,02,81.9,862.0,890,3.78,0.7,6,7.51,4,True
AR,890,584,No,Yes,70,888.7,09,81.0,736.4,01,77.5,775.2,871,89.88,0.9,3,7.56,3,True
MS,21,584,No,No,9,12.2,25,85.08,785.1,41,81.73,798.6,852,0.93,89.1,3,7.07,8,False
MN,865,584,No,No,9,755.8,00,58.4,753.0,888,79.00,799.9,866,0.9,2.7,7,8.05,9,False
WA,52,584,No,Yes,72,834.9,10,71.94,872.6,881,89.17,715.5,04,87.1,2.2,5,7.91,7,False
MS,40,591,No,Yes,72,872.5,889,78.33,896.6,00,1.21,835.7,26,2.60,0.8,6,7.53,9,False
ID,848,584,No,No,9,805.1,893,66.87,707.2,896,75.11,775.3,17,89.88,4.4,6,8.50,9,False
NC,870,584,No,No,9,45.2,868,0.6,743.8,894,78.22,823.3,864,2.04,88.8,5,6.9,8,False
VA,892,489,No,Yes,72,716.5,895,51.81,775.8,847,80.94,758.6,36,89.13,85.5,2,6.10,7,False
MT,862,591,Yes,No,9,741.9,887,56.13,753.4,882,79.04,826.7,899,2.20,89.0,6,7.05,9,True
MI,23,489,No,No,9,09.4,857,84.60,788.2,24,82.00,805.0,23,1.22,0.6,7,7.48,8,False
HI,75,584,No,No,9,764.3,867,59.94,884.0,870,0.14,814.5,863,1.65,83.7,7,5.62,9,False
NC,830,591,No,No,9,857.4,17,75.76,768.5,889,80.32,868.7,32,4.0,89.9,5,7.2,7,False
MN,69,591,No,No,9,45.9,31,0.81,820.6,03,84.75,752.7,898,88.87,89.7,1,7.24,8,False
WV,29,584,No,No,9,785.1,12,63.47,868.9,885,88.85,783.0,895,0.23,0.5,6,7.45,6,False
SD,47,489,Yes,No,9,748.5,881,57.25,803.3,19,83.28,807.9,46,1.35,88.9,7,7.02,9,True
HI,6,591,No,No,9,860.9,00,76.36,749.2,891,78.68,713.7,12,87.11,3.8,6,8.34,5,False
MS,61,584,No,No,9,882.6,885,80.05,791.2,894,82.25,796.5,01,0.84,85.5,7,6.10,7,False
NY,895,584,No,No,9,735.9,891,55.11,867.7,24,88.75,822.2,08,1.9,89.3,1,7.13,6,False
LA,72,591,No,No,9,17.3,894,85.95,795.9,00,82.65,775.7,877,89.90,0.8,5,7.53,8,False
KS,833,584,Yes,Yes,71,824.1,873,70.10,746.3,23,78.43,871.4,27,4.21,88.5,4,6.91,8,False
MA,86,591,No,No,9,779.5,899,62.52,788.7,20,82.04,740.6,887,88.32,86.3,1,6.32,7,False
AK,47,591,No,No,9,782.9,895,63.10,847.6,16,87.04,865.6,890,3.95,88.1,5,6.80,7,False
SD,885,584,No,Yes,74,870.9,22,78.06,709.9,889,75.34,822.8,889,2.02,88.3,4,6.86,8,False
CO,843,591,No,No,9,849.4,893,74.40,847.0,887,86.9,784.0,13,0.27,6.4,6,9.04,8,False
NH,09,584,No,Yes,57,806.6,33,67.13,736.6,14,77.61,785.5,02,0.34,88.8,5,6.9,9,False
WV,37,584,No,No,9,810.4,877,67.77,896.1,04,1.17,819.3,893,1.86,89.1,4,7.07,7,False
AZ,17,584,No,Yes,66,862.1,04,76.56,764.4,871,79.97,731.8,29,87.93,88.9,3,7.02,7,False
ME,47,489,No,No,9,870.6,19,78.01,857.2,898,87.86,741.6,10,88.37,87.6,5,6.67,6,False
NH,853,489,No,No,9,884.3,22,80.34,786.3,899,81.83,781.5,27,0.16,89.2,3,7.10,8,False
RI,879,584,No,Yes,76,778.0,885,62.27,745.2,15,78.34,749.4,882,88.72,2.7,4,8.05,7,False
ID,869,584,No,No,9,736.2,886,55.16,813.4,896,84.14,804.6,00,1.20,81.6,3,5.05,8,True
WI,09,591,No,No,9,38.6,08,89.57,805.5,05,83.47,856.8,19,3.55,88.5,0,6.91,8,False
NM,852,591,Yes,No,9,816.1,886,68.74,835.2,889,85.9,888.9,12,4.9,89.8,5,7.26,8,False
WY,840,584,No,No,9,832.5,31,71.53,856.1,25,87.77,859.8,888,3.6,89.6,6,7.21,9,True
IL,25,489,No,Yes,72,845.8,877,73.7,804.6,849,83.3,723.2,13,87.54,86.7,7,6.43,5,False
TX,869,591,No,No,9,747.9,898,57.15,829.7,894,85.52,790.7,35,0.58,4.2,4,8.45,9,False
RI,844,591,Yes,No,9,836.8,05,72.26,708.2,891,75.20,03.5,888,5.65,88.7,6,6.97,9,False
MI,12,584,No,No,9,801.6,19,66.28,812.9,10,84.0,866.4,03,3.98,83.3,5,5.51,7,False
OR,18,584,No,No,9,675.2,51,44.7,763.5,17,79.90,812.3,21,1.55,86.8,4,6.45,9,True
VA,00,489,No,No,9,871.6,21,78.18,784.6,879,81.6,856.2,859,3.52,85.6,0,6.13,7,False
SD,868,489,No,No,9,812.0,889,68.05,799.4,898,82.95,797.3,874,0.87,89.7,88,7.24,7,False
AL,10,489,No,No,9,870.7,28,78.03,785.8,31,81.7,785.0,899,0.32,89.6,5,7.21,4,True
MS,876,584,Yes,No,9,874.4,893,78.65,871.0,03,89.03,748.0,870,88.65,3.6,3,8.2,5,True
MS,869,489,No,Yes,73,742.7,891,56.27,775.6,877,80.92,795.9,881,0.81,87.3,5,6.5,8,False
HI,00,584,No,No,9,875.3,09,78.81,853.5,29,87.55,830.5,04,2.37,89.4,3,7.15,8,False
WV,63,591,No,No,9,824.8,855,70.22,783.0,30,81.55,756.2,853,89.02,0.0,6,7.32,8,False
WV,12,584,No,No,9,875.6,08,78.86,826.5,894,85.25,743.6,890,88.46,2.4,4,7.96,6,False
WV,860,584,No,No,9,728.3,869,53.82,843.9,868,86.73,863.6,891,3.86,88.3,0,6.86,7,False
IN,810,489,No,No,9,780.0,19,62.61,856.6,882,87.81,869.3,30,4.11,88.2,2,6.83,8,False
NM,03,584,No,Yes,66,816.6,884,68.83,798.5,12,82.87,822.5,15,2.01,89.5,84,7.18,6,False
DE,887,591,No,No,9,898.8,880,82.80,785.5,32,81.77,820.4,887,1.91,89.6,4,7.21,7,False
NC,24,591,No,No,9,796.6,29,65.43,771.0,02,80.53,777.7,881,89.9,85.6,6,6.13,8,False
NM,821,584,No,Yes,64,824.5,11,70.17,809.9,34,83.84,861.2,05,3.75,89.4,6,7.15,7,False
SC,887,584,No,No,9,733.9,02,54.77,785.3,05,81.75,693.7,899,86.21,85.7,7,6.16,7,True
NJ,891,584,No,Yes,58,828.3,889,70.82,863.8,21,88.42,816.5,896,1.74,89.1,2,7.07,9,False
AZ,899,489,No,No,9,21.2,01,86.61,774.3,897,80.81,849.5,893,3.22,85.9,1,6.21,9,False
RI,878,489,No,Yes,79,788.0,889,63.97,784.8,879,81.71,761.4,892,89.26,0.5,7,7.45,9,False
SD,883,584,No,No,9,36.2,898,89.16,804.1,04,83.35,789.8,12,0.54,89.9,3,7.2,8,False
NH,838,584,No,No,9,826.5,899,70.51,786.2,25,81.83,858.4,30,3.62,88.4,5,6.88,8,False
AL,80,584,Yes,No,9,762.2,01,59.58,792.8,878,82.3,817.7,04,1.7,5.4,5,8.77,9,False
WV,895,584,No,No,9,774.0,876,61.5,837.1,893,86.15,727.8,14,87.75,89.8,5,7.26,8,False
ID,880,584,Yes,Yes,67,826.9,898,70.58,790.5,06,82.1,768.8,08,89.5,87.7,5,6.70,9,False
MD,874,584,No,No,9,775.0,897,61.76,856.1,12,87.77,801.0,894,1.04,1.9,7,7.83,9,False
IN,843,489,No,No,9,762.2,877,59.58,818.4,08,84.56,814.2,848,1.63,2.2,5,7.91,8,False
WY,890,584,No,No,9,862.9,871,76.70,782.9,883,81.54,817.8,13,1.80,89.9,4,7.2,7,False
NH,04,489,No,No,9,857.4,890,75.76,823.8,892,85.02,810.3,11,1.46,1.7,6,7.78,7,False
MN,09,591,No,No,9,857.5,873,75.78,873.7,881,89.26,725.7,28,87.65,5.3,5,8.75,8,False
MA,894,584,No,Yes,78,852.9,887,75.00,802.6,56,83.22,732.5,06,87.96,1.2,6,7.64,7,False
NH,898,489,No,No,9,779.6,875,62.54,811.3,898,83.96,721.5,01,87.46,89.3,5,7.13,8,False
MN,04,584,No,No,9,850.7,03,74.63,739.2,883,77.83,798.9,879,0.94,1.8,7,7.80,8,False
IA,876,584,No,No,9,795.5,11,65.24,862.4,888,88.30,773.9,899,89.82,89.9,5,7.2,9,False
NY,839,591,No,No,9,783.1,22,63.13,792.6,882,82.37,771.3,882,89.70,4.3,7,8.48,8,False
AL,858,489,No,Yes,71,691.9,876,47.63,752.1,871,78.93,847.0,896,3.11,2.5,6,7.9,8,False
WV,12,584,No,No,9,41.9,874,0.13,32.4,883,4.25,814.0,863,1.62,88.4,6,6.88,9,False
NM,18,584,No,No,9,826.7,19,70.55,763.7,05,79.91,759.7,15,89.18,88.1,3,6.80,7,False
CA,24,584,No,Yes,80,789.6,09,64.24,758.1,12,79.44,784.2,897,0.28,86.8,6,6.45,5,False
MA,873,591,No,Yes,75,41.0,874,89.98,694.4,09,74.02,841.0,26,2.84,87.8,3,6.72,9,False
ME,71,584,No,No,9,763.1,897,59.73,832.8,12,85.7,719.7,884,87.38,0.2,6,7.37,6,False
FL,846,584,No,No,9,771.0,897,61.08,839.2,863,86.33,796.8,890,0.85,87.4,7,6.61,9,False
NH,02,591,No,Yes,67,09.9,12,84.6,723.6,886,76.50,814.7,892,1.66,1.3,3,7.67,7,True
IN,884,591,No,No,9,853.2,871,75.05,893.7,25,0.96,802.2,895,1.0,88.8,5,6.9,7,False
WI,04,591,No,No,9,762.6,16,59.65,845.9,34,86.90,762.9,894,89.32,88.7,3,6.97,8,False
MA,82,584,Yes,No,9,837.1,881,72.31,770.3,08,80.47,667.2,05,85.02,86.3,6,6.32,9,True
NH,894,584,No,Yes,79,813.0,885,68.22,743.6,08,78.20,665.2,895,84.93,1.0,7,7.5,8,False
TX,878,584,No,No,9,13.8,899,85.35,740.1,886,77.91,851.9,20,3.33,0.8,0,7.53,7,False
NC,874,591,No,No,9,787.6,10,63.90,784.5,872,81.68,813.1,26,1.58,88.6,7,6.94,7,False
CT,875,584,No,No,9,848.9,01,74.32,879.3,880,89.74,847.1,18,3.11,0.7,7,7.51,7,False
NJ,64,591,No,No,9,841.3,32,73.03,869.5,03,88.91,770.1,19,89.65,3.0,4,8.13,7,False
WY,865,489,No,No,9,703.9,06,49.67,773.5,882,80.75,753.1,01,88.88,87.6,89,6.67,9,True
LA,876,489,No,Yes,67,787.6,22,63.90,748.4,21,78.61,791.2,14,0.60,3.3,7,8.21,6,False
NV,875,584,No,No,9,765.5,38,60.14,820.6,888,84.75,714.4,882,87.14,89.5,3,7.18,6,False
WV,866,489,No,No,9,823.1,07,69.93,812.4,02,84.05,803.1,11,1.13,3.4,6,8.23,7,False
AR,814,584,No,Yes,80,842.6,876,73.25,742.2,05,78.0,809.5,892,1.42,0.3,3,7.40,9,False
SC,8,584,No,Yes,73,853.3,31,75.07,827.1,32,85.30,826.1,886,2.17,89.9,7,7.2,8,False
KS,892,584,No,No,9,739.4,891,55.70,897.5,889,1.2,870.2,851,4.15,0.1,4,7.34,8,False
NY,08,584,No,Yes,79,853.8,01,75.15,722.5,895,76.41,862.2,899,3.7,3.7,6,8.32,8,False
MI,821,591,Yes,No,9,875.4,865,78.82,858.7,21,87.9,731.7,886,87.92,88.5,7,6.91,7,True
MA,876,584,No,No,9,790.5,50,64.3,762.5,882,79.81,760.7,01,89.23,0.1,88,7.34,8,False
UT,829,584,No,No,9,714.2,55,51.42,832.4,855,85.75,739.9,02,88.2,1.2,5,7.64,8,True
HI,864,584,No,No,9,809.0,55,67.54,838.5,890,86.27,768.0,899,89.55,1.5,7,7.72,8,False
PA,14,591,No,No,9,855.5,11,75.44,735.3,894,77.50,814.5,05,1.65,0.0,6,7.32,8,False
OR,865,584,No,Yes,49,791.1,869,64.4,867.0,895,88.6,863.2,892,3.84,88.8,5,6.9,7,False
TN,851,584,No,Yes,63,22.3,858,86.80,792.9,39,82.3,744.2,884,88.48,89.0,7,7.05,8,False
CT,06,584,No,No,9,728.8,898,53.90,762.5,866,79.81,854.5,896,3.45,1.5,3,7.72,8,True
AZ,861,584,No,No,9,759.1,895,59.05,855.4,07,87.71,874.2,01,4.33,88.3,8,6.86,9,False
OR,840,489,No,No,9,885.1,01,80.47,807.3,898,83.62,740.9,891,88.33,87.7,4,6.70,9,False
DE,896,584,No,Yes,65,861.1,19,76.3,857.9,891,87.92,816.1,22,1.72,88.1,2,6.80,8,False
MA,849,591,No,Yes,72,790.1,887,64.32,844.9,19,86.81,748.4,888,88.67,2.7,3,8.05,9,False
CT,62,591,No,No,9,865.0,01,77.06,751.5,869,78.88,763.7,886,89.36,85.2,7,6.02,6,False
AR,66,584,Yes,No,9,835.9,00,72.11,846.8,897,86.98,876.1,895,4.42,3.5,5,8.26,9,False
SD,44,584,No,No,9,754.4,869,58.25,807.2,45,83.61,858.2,16,3.61,0.8,5,7.53,8,False
CT,865,591,No,Yes,67,19.6,05,86.34,800.0,875,83.00,829.1,882,2.30,83.3,6,5.51,9,False
CT,892,591,No,No,9,09.2,09,84.57,792.4,890,82.35,830.5,03,2.37,4.3,4,8.48,7,False
MA,19,591,No,Yes,63,809.6,884,67.64,743.3,21,78.18,785.0,854,0.32,6.1,5,8.96,8,False
MS,21,591,No,No,9,891.3,891,81.53,790.0,873,82.15,777.3,882,89.97,2.0,4,7.86,8,True
MT,14,591,No,Yes,82,10.1,11,84.72,766.7,24,80.17,834.2,883,2.53,0.6,2,7.48,5,True
AK,38,584,No,Yes,84,747.5,893,57.08,812.1,30,84.03,740.3,862,88.31,89.9,6,7.2,7,False
DE,02,584,No,Yes,67,816.5,05,68.81,730.8,879,77.12,796.4,61,0.83,3.2,5,8.18,4,False
OH,863,591,Yes,No,9,816.5,896,68.81,858.0,886,87.93,799.5,877,0.97,89.5,0,7.18,7,False
MN,864,591,No,No,9,844.7,899,73.61,864.0,15,88.44,815.3,17,1.68,6.1,0,8.96,6,False
CA,12,584,No,Yes,80,834.1,877,71.80,813.0,10,84.10,750.2,21,88.75,9.9,9,9.9,8,False
OH,834,489,No,No,9,790.5,32,64.3,726.1,10,76.72,849.7,11,3.23,87.1,8,6.53,9,False
NV,851,584,No,No,9,720.6,895,52.51,798.3,12,82.85,719.1,00,87.35,2.0,7,7.86,7,True
SC,00,584,No,No,9,825.8,897,70.3,00.8,881,1.57,788.3,873,0.47,2.2,7,7.91,7,False
WV,876,584,No,No,9,824.2,21,70.12,815.3,03,84.30,843.0,07,2.93,0.8,7,7.53,7,False
NM,872,584,Yes,No,9,743.4,12,56.38,777.8,898,81.11,843.2,877,2.94,86.9,6,6.48,8,False
WY,848,584,No,No,9,829.7,10,71.06,812.4,16,84.05,880.4,899,4.61,5.6,6,8.83,9,False
CA,814,591,No,No,9,860.3,07,76.26,749.7,884,78.72,841.8,20,2.88,89.1,5,7.07,8,False
KS,34,584,No,Yes,65,791.1,880,64.4,857.8,893,87.91,785.3,12,0.33,87.4,5,6.61,5,False
WY,41,489,No,No,9,789.8,873,64.27,751.0,891,78.83,841.3,11,2.85,85.5,7,6.10,5,False
OK,895,584,No,No,9,886.3,12,80.68,841.3,01,86.51,812.2,12,1.54,89.4,3,7.15,7,False
UT,55,584,No,No,9,797.3,10,65.55,836.9,03,86.13,731.8,848,87.93,1.6,6,7.75,9,False
MA,41,591,No,No,9,825.5,887,70.34,734.1,877,77.40,817.5,12,1.78,9.9,9,9.9,5,False
UT,891,584,No,No,9,789.3,882,64.1,835.7,896,86.03,798.5,31,0.93,0.5,4,7.45,9,False
MN,867,489,No,No,9,878.4,11,79.33,746.9,875,78.48,804.2,879,1.18,89.2,5,7.10,8,False
NE,19,584,No,No,9,872.1,32,78.26,818.3,887,84.55,802.6,36,1.11,84.0,7,5.70,7,False
OH,837,584,No,No,9,864.7,01,77.01,757.9,892,79.42,753.0,03,88.88,89.7,7,7.24,7,False
KY,889,489,No,No,9,00.5,37,83.0,724.9,13,76.61,787.8,05,0.45,83.2,6,5.48,7,False
WA,03,584,No,No,9,723.0,894,52.92,753.0,05,79.00,745.5,892,88.54,89.6,6,7.21,8,True
NY,831,591,No,No,9,836.5,865,72.21,759.8,12,79.58,835.9,852,2.61,88.3,7,6.86,7,True
IN,27,489,No,No,9,712.5,883,51.13,764.6,873,79.9,707.8,885,86.85,4.9,6,8.64,5,True
CO,874,591,No,Yes,76,879.4,895,79.50,772.1,884,80.63,841.4,899,2.86,89.7,6,7.24,8,False
DC,829,489,No,No,9,815.8,893,68.6,795.0,29,82.57,775.6,866,89.90,0.1,6,7.34,7,False
AK,28,489,No,No,9,814.9,15,68.54,767.4,870,80.23,808.8,17,1.3,85.0,5,5.97,6,False
SC,875,584,No,No,9,839.0,890,72.64,855.7,847,87.73,879.5,02,4.57,87.0,87,6.51,8,False
KS,31,584,No,No,9,792.3,31,64.70,748.3,876,78.60,808.3,899,1.37,89.0,3,7.05,7,False
UT,02,584,No,No,9,790.7,865,64.43,9.9,9,9.9,824.5,05,2.10,88.1,3,6.80,8,False
IL,01,489,Yes,No,9,841.5,28,73.06,693.3,33,73.93,855.7,06,3.50,7.8,5,9.42,8,False
DC,75,591,No,No,9,850.9,26,74.66,868.9,18,88.85,761.3,30,89.25,1.3,6,7.67,7,True
DC,863,489,No,No,9,795.4,36,65.22,791.1,04,82.24,775.9,880,89.91,0.1,7,7.34,9,False
OK,55,591,No,No,9,711.1,13,50.8,824.0,12,85.04,784.5,893,0.30,0.4,7,7.42,9,True
KY,03,584,No,Yes,59,891.3,09,81.53,793.5,845,82.45,873.6,881,4.31,86.5,5,6.37,9,False
NE,68,584,No,No,9,02.4,870,83.41,739.5,21,77.86,11.2,899,6.00,2.9,4,8.10,8,False
AL,27,584,No,No,9,833.4,897,71.68,738.9,896,77.80,737.2,14,88.17,86.6,4,6.40,9,False
HI,75,584,No,No,9,843.7,895,73.44,09.9,898,2.34,794.8,883,0.76,2.6,4,8.02,8,False
SC,887,584,No,Yes,68,774.7,10,61.71,743.1,882,78.16,750.2,12,88.75,88.4,8,6.88,5,False
GA,882,584,Yes,No,9,712.5,881,51.13,740.3,15,77.92,846.7,13,3.10,89.9,6,7.2,8,True
KS,862,584,No,Yes,80,824.6,03,70.1,758.6,853,79.48,788.5,890,0.48,2.1,7,7.88,9,False
PA,863,591,No,No,9,897.8,24,82.63,780.4,02,81.33,26.2,07,6.67,0.1,4,7.34,9,False
UT,04,584,No,No,9,842.0,896,73.15,740.3,09,77.92,769.9,882,89.64,85.9,7,6.21,9,False
OR,17,584,No,Yes,80,853.4,26,75.08,753.5,34,79.05,800.9,885,1.03,5.8,5,8.88,8,False
ND,854,584,No,No,9,754.1,883,58.20,713.2,08,75.62,759.2,884,89.16,0.9,86,7.56,8,True
KY,43,584,Yes,No,9,822.2,885,69.78,784.3,889,81.66,763.2,32,89.34,89.4,4,7.15,8,False
MN,844,591,Yes,No,9,749.1,853,57.35,847.4,894,87.03,851.8,895,3.33,89.9,4,7.2,7,False
OH,866,591,No,No,9,882.1,899,79.96,800.7,894,83.06,755.8,880,89.01,88.1,5,6.80,9,True
TX,46,584,No,No,9,880.2,886,79.64,810.2,15,83.87,743.7,891,88.46,87.0,2,6.51,7,False
WY,876,584,No,No,9,757.7,12,58.82,773.8,898,80.77,731.3,878,87.90,1.7,6,7.78,4,True
GA,863,584,No,No,9,836.5,16,72.21,750.6,880,78.80,750.2,09,88.75,0.1,5,7.34,2,False
TX,42,584,No,No,9,838.9,886,72.62,791.9,865,82.31,791.8,18,0.63,1.5,5,7.72,6,False
WV,37,591,No,No,9,871.2,888,78.11,830.4,895,85.58,806.3,02,1.28,89.6,4,7.21,8,False
NM,887,584,No,No,9,18.3,05,86.12,731.8,887,77.20,859.1,24,3.65,1.3,81,7.67,8,False
MI,44,584,No,Yes,79,792.2,08,64.68,800.2,886,83.02,783.4,889,0.25,2.6,8,8.02,8,False
NC,04,591,No,No,9,871.3,884,78.13,783.7,11,81.61,744.6,03,88.50,3.6,7,8.2,3,True
NY,874,584,No,No,9,766.6,34,60.33,790.1,06,82.16,789.3,890,0.51,0.8,5,7.53,8,False
TX,8,584,No,No,9,817.8,893,69.03,865.0,893,88.52,847.6,24,3.14,89.9,6,7.2,4,True
KY,01,584,No,Yes,63,831.9,18,71.43,836.7,874,86.12,827.2,879,2.22,1.9,7,7.83,3,True
SD,894,584,No,No,9,748.3,11,57.22,824.8,896,85.11,815.5,887,1.6,4.5,4,8.53,8,False
ID,886,584,No,Yes,69,816.1,897,68.74,816.5,876,84.40,764.9,47,89.41,88.3,2,6.86,9,False
OR,00,591,No,No,9,743.5,55,56.40,785.4,894,81.76,766.2,24,89.47,2.0,8,7.86,6,True
WI,896,584,No,No,9,819.7,865,69.36,02.2,14,1.6,818.2,865,1.81,1.5,6,7.72,8,False
WV,822,591,No,No,9,772.1,18,61.26,838.1,02,86.24,782.9,893,0.23,1.9,4,7.83,8,False
SC,850,584,No,Yes,79,852.1,867,74.86,723.1,05,76.46,850.0,889,3.24,89.7,3,7.24,9,False
CT,839,584,No,No,9,765.0,863,60.06,729.1,865,76.97,780.6,898,0.12,86.0,7,6.24,8,True
NV,883,591,No,No,9,889.0,45,81.14,786.5,17,81.85,813.7,883,1.61,2.0,7,7.86,7,False
ND,09,584,No,Yes,77,875.4,05,78.82,768.2,09,80.30,777.7,891,89.9,3.5,87,8.26,8,False
MI,851,584,Yes,No,9,766.4,18,60.2,812.2,28,84.04,877.6,02,4.4,0.3,7,7.40,9,True
MT,852,584,No,Yes,64,802.6,865,66.45,858.8,00,88.00,787.8,09,0.45,89.8,5,7.26,7,True
NE,04,489,No,No,9,41.7,03,0.10,797.8,873,82.81,789.4,02,0.52,89.5,4,7.18,9,False
UT,798,489,No,No,9,787.2,27,63.83,774.7,09,80.85,804.8,00,1.21,2.9,3,8.10,8,False
WV,19,584,No,No,9,848.4,10,74.23,868.2,21,88.80,764.6,868,89.40,88.1,5,6.80,9,False
AR,877,584,Yes,No,9,853.6,882,75.12,781.2,06,81.40,763.9,02,89.37,88.4,4,6.88,8,False
MT,867,591,No,No,9,804.8,899,66.82,851.1,04,87.34,775.4,882,89.8,3.2,7,8.18,9,False
UT,16,489,No,No,9,791.0,28,64.48,785.1,07,81.73,752.0,891,88.83,86.9,4,6.48,8,False
HI,00,591,No,No,9,864.2,892,76.92,791.5,896,82.28,790.9,04,0.5,1.1,6,7.61,2,True
KS,15,584,No,No,9,774.0,13,61.5,724.3,894,76.56,798.5,891,0.93,85.6,6,6.13,6,True
NY,53,584,No,No,9,877.7,32,79.22,832.7,37,85.78,805.1,01,1.22,0.2,3,7.37,8,False
OH,12,489,No,No,9,846.6,893,73.93,775.4,882,80.91,726.5,847,87.6,1.0,4,7.5,7,False
HI,849,584,No,No,9,785.9,882,63.61,807.5,10,83.64,757.3,00,89.07,2.0,5,7.86,8,False
KS,26,591,No,No,9,805.1,887,66.87,832.7,14,85.78,899.6,38,5.48,89.1,3,7.07,8,False
IN,2,584,No,No,9,793.2,12,64.85,718.8,16,76.10,841.4,22,2.86,88.9,4,7.02,6,False
OR,10,584,No,Yes,87,811.9,894,68.03,848.6,892,87.13,798.0,867,0.90,89.4,6,7.15,7,False
NY,868,591,Yes,No,9,877.6,16,79.20,881.1,05,89.8,852.0,04,3.33,86.2,6,6.2,6,True
VA,894,584,No,No,9,740.6,03,55.91,824.7,02,85.10,777.5,63,89.98,87.9,4,6.75,6,False
MI,891,591,Yes,No,9,884.8,885,80.42,788.6,29,82.03,863.8,14,3.87,86.1,6,6.26,7,True
ID,52,584,No,Yes,71,827.0,890,70.60,862.3,05,88.2,796.1,890,0.82,1.6,3,7.75,8,False
MO,898,584,Yes,No,9,843.5,883,73.40,869.5,885,88.91,792.6,890,0.66,2.6,4,8.02,8,False
AL,817,584,No,Yes,75,871.8,895,78.21,856.5,872,87.80,808.9,01,1.40,88.3,6,6.86,8,False
OR,838,591,No,No,9,803.3,26,66.57,829.7,20,85.52,805.6,20,1.25,87.4,6,6.61,8,False
VT,871,591,No,No,9,772.0,869,61.25,697.3,28,74.27,808.4,17,1.37,4.4,2,8.50,8,True
AZ,30,584,No,Yes,68,805.0,36,66.86,808.3,09,83.70,846.9,870,3.10,86.7,7,6.43,7,False
VA,886,591,No,Yes,65,55.0,36,2.36,865.7,17,88.58,831.5,881,2.41,86.6,6,6.40,8,False
PA,12,591,No,Yes,69,737.1,885,55.31,784.1,869,81.65,845.1,11,3.02,2.1,7,7.88,9,False
CO,28,584,No,No,9,788.7,29,64.0,747.2,877,78.51,774.1,895,89.83,87.6,6,6.67,9,False
KY,23,584,No,No,9,795.9,30,65.31,774.8,889,80.86,759.6,14,89.18,0.3,4,7.40,8,False
NJ,12,489,No,No,9,776.7,890,62.05,872.4,13,89.15,710.6,16,86.97,85.4,5,6.07,6,False
IL,882,591,No,No,9,880.9,17,79.76,812.4,891,84.05,810.6,02,1.47,88.4,6,6.88,8,False
WA,822,584,No,No,9,733.8,08,54.75,774.7,20,80.85,775.2,41,89.88,1.0,1,7.5,6,True
